"basin_id","biogeographic_realm","Ecoregion"
"B1479","Lake.Rototuna","Australasia"
"B1480","Lake.Rukwa","Afrotropic"
"B1481","Lake.Saint.Lucia","Afrotropic"
"B1482","Lake.Scutari","Palearctic"
"B1483","Lake.Techirghiol","Palearctic"
"B1484","Lake.Tibet","Palearctic"
"B1485","Lake.Toba","Indomalayan"
"B1486","Lake.Torrens","Australasia"
"B1487","Lake.Tyrrell","Australasia"
"B1488","Lakekamu","Australasia"
"B1489","Laloki","Australasia"
"B1490","Lamas.Cayi","Palearctic"
"B1491","Lambeau","Neotropic"
"B1492","Lampung","Indomalayan"
"B1493","Lancetilla","Neotropic"
"B1494","Landangi","Australasia"
"B1495","Landu.Maldives","Indomalayan"
"B1496","Lang.Lang","Australasia"
"B1497","Langvlei","Afrotropic"
"B1498","Lanyang","Indomalayan"
"B1499","Lanyu.Island","Indomalayan"
"B1500","Las.Pocitas","Nearctic"
"B1501","Lavaca","Nearctic"
"B1502","Lawley","Australasia"
"B1503","Laxa.Leirarsveit","Palearctic"
"B1504","Laxao","Palearctic"
"B1505","Lay","Palearctic"
"B1506","Lean","Neotropic"
"B1507","Leca","Palearctic"
"B1508","Leguer","Palearctic"
"B1509","Leisi","Palearctic"
"B1510","Lekki.Lagoon","Afrotropic"
"B1511","Lembang","Indomalayan"
"B1512","Lemme","Palearctic"
"B1513","Lempa","Neotropic"
"B1514","Lena","Palearctic"
"B1515","Lengguru","Australasia"
"B1516","Lerma.de.Santiago","Neotropic"
"B1517","Leven","Palearctic"
"B1518","Leviathan.creek","Australasia"
"B1519","Leyre","Palearctic"
"B1520","Lez","Palearctic"
"B1521","Lianhua","Indomalayan"
"B1522","Lianjiang","Indomalayan"
"B1523","Liao.He","Palearctic"
"B1524","Lillesmere.Lagoon","Australasia"
"B1525","Lima","Palearctic"
"B1526","Limbe.River","Afrotropic"
"B1527","Limmen.Bight","Australasia"
"B1528","Limpopo","Afrotropic"
"B1529","Lingshui.He","Indomalayan"
"B1530","Liri.Garigliano","Palearctic"
"B1531","Lis","Palearctic"
"B1532","Liscia","Palearctic"
"B1533","Lislis","Neotropic"
"B1534","Litani.river","Palearctic"
"B1535","Littabella.creek","Australasia"
"B1536","Little","Australasia"
"B1537","Little.Forester","Australasia"
"B1538","Little.Henty","Australasia"
"B1539","Little.Manatee","Nearctic"
"B1540","Little.Musselroe","Australasia"
"B1541","Little.Para","Australasia"
"B1542","Little.Swanport","Australasia"
"B1543","Liugu.He","Palearctic"
"B1544","Liverpool","Australasia"
"B1545","Liverpool.creek","Australasia"
"B1546","Liwu","Indomalayan"
"B1547","Ljungan","Palearctic"
"B1548","Ljusnan","Palearctic"
"B1549","Llobregat","Palearctic"
"B1550","Lobe","Afrotropic"
"B1551","Lochaber.Swamp","Australasia"
"B1552","Lofa","Afrotropic"
"B1553","Logan","Australasia"
"B1554","Logdealven","Palearctic"
"B1555","Loire","Palearctic"
"B1556","Lokoho","Afrotropic"
"B1557","Lokoundje","Afrotropic"
"B1558","Lomala","Palearctic"
"B1559","Longshou.He","Indomalayan"
"B1560","Lontoa","Australasia"
"B1561","Loo","Palearctic"
"B1562","Loobu","Palearctic"
"B1563","Lopemeri","Palearctic"
"B1564","Lopez.Island","Nearctic"
"B1565","Lorentz","Australasia"
"B1566","Los.Angeles","Nearctic"
"B1567","Los.Blanquizales","Neotropic"
"B1568","Los.Olmos.creek","Nearctic"
"B1569","Loubi","Afrotropic"
"B1570","Loudias","Palearctic"
"B1571","Loukos","Palearctic"
"B1572","Louros","Palearctic"
"B1573","Lovu","Afrotropic"
"B1574","Loy","Palearctic"
"B1575","Luache.River","Afrotropic"
"B1576","Ludlow","Australasia"
"B1577","Luguse","Palearctic"
"B1578","Lune","Australasia"
"B1579","Lut","Palearctic"
"B1580","Luzhnanka","Palearctic"
"B1581","Lyutoga","Palearctic"
"B1582","Ma.chon","Palearctic"
"B1583","Ma.Oya","Indomalayan"
"B1584","Maavli","Palearctic"
"B1585","Mabechi","Palearctic"
"B1586","Mabelle.River","Afrotropic"
"B1587","Macacu","Neotropic"
"B1588","Machiya","Palearctic"
"B1589","MacKay","Australasia"
"B1590","Mackenzie","Nearctic"
"B1591","Macleay","Australasia"
"B1592","Maclennan.creek","Australasia"
"B1593","Macmillian","Australasia"
"B1594","Madampe.lake","Indomalayan"
"B1595","Madeleine","Nearctic"
"B1596","Madeleine.Island.un","Nearctic"
"B1597","Madong","Neotropic"
"B1598","Madre.de.Dios","Neotropic"
"B1599","Madura","Indomalayan"
"B1600","Madurankuli.Aru","Indomalayan"
"B1601","Maduru.Oya","Indomalayan"
"B1602","Maduwa","Australasia"
"B1603","Mae.Kawa","Palearctic"
"B1604","Mae.Khlong","Indomalayan"
"B1605","Maehwa","Palearctic"
"B1606","Maekawa","Palearctic"
"B1607","Maemoisa","Palearctic"
"B1608","Mafa.River","Afrotropic"
"B1609","Mafia.Island","Afrotropic"
"B1610","Magalavatavan.Aru","Indomalayan"
"B1611","Magari.Jarv","Palearctic"
"B1612","Magat.River","Indomalayan"
"B1613","Magdalena","Neotropic"
"B1614","Mageonggang","Palearctic"
"B1615","Maha.Oya","Indomalayan"
"B1616","Mahakam","Indomalayan"
"B1617","Mahalona","Australasia"
"B1618","Mahambo","Afrotropic"
"B1619","Mahanadi","Indomalayan"
"B1620","Mahanara","Afrotropic"
"B1621","Maharlu","Palearctic"
"B1622","Mahaseelawa.Oya","Indomalayan"
"B1623","Mahaweli.Ganga","Indomalayan"
"B1624","Mahi","Indomalayan"
"B1625","Mahitahi","Australasia"
"B1626","Mailmans.creek","Australasia"
"B1627","Maipo","Neotropic"
"B1628","Maitland","Australasia"
"B1629","Makarachchi.Aur","Indomalayan"
"B1630","Makawhio","Australasia"
"B1631","Maksimouka","Palearctic"
"B1632","Malabang.River","Indomalayan"
"B1633","Malacara","Neotropic"
"B1634","Malala.Oya","Indomalayan"
"B1635","Malawi","Afrotropic"
"B1636","Malbaie","Nearctic"
"B1637","Maldonado","Neotropic"
"B1638","Malheur.lake","Nearctic"
"B1639","Malmanoury","Neotropic"
"B1640","Malselva","Palearctic"
"B1641","Malu","Indomalayan"
"B1642","Mamberamo","Australasia"
"B1643","Mampituba","Neotropic"
"B1644","Mana","Neotropic"
"B1645","Manado","Australasia"
"B1646","Mananara","Afrotropic"
"B1647","Mananjary","Afrotropic"
"B1648","Manatee","Nearctic"
"B1649","Manawatu","Australasia"
"B1650","Mand","Palearctic"
"B1651","Mandad","Indomalayan"
"B1652","Mandan.Aru","Indomalayan"
"B1653","Mandipattu.Aru","Indomalayan"
"B1654","Mandor","Indomalayan"
"B1655","Mandu.Ganga","Indomalayan"
"B1656","Mangakuri","Australasia"
"B1657","Mangaone","Australasia"
"B1658","Mangaratiba.Itaguai","Neotropic"
"B1659","Mangawhero","Australasia"
"B1660","Mangoro","Afrotropic"
"B1661","Mangwol.chon","Palearctic"
"B1662","Manimala","Indomalayan"
"B1663","Maningory","Afrotropic"
"B1664","Manjeswaram","Indomalayan"
"B1665","Manniku","Palearctic"
"B1666","Manning","Australasia"
"B1667","Mano","Afrotropic"
"B1668","Manonga.River","Afrotropic"
"B1669","Manuka.creek","Australasia"
"B1670","Manzanares","Neotropic"
"B1671","Maoling","Indomalayan"
"B1672","Mar.Chiquita","Neotropic"
"B1673","Maracaibo","Neotropic"
"B1674","Maraetotara","Australasia"
"B1675","Marajo.Island","Neotropic"
"B1676","Maranhao","Neotropic"
"B1677","Maraval","Neotropic"
"B1678","Marbelup.Brook","Australasia"
"B1679","Margaree","Nearctic"
"B1680","Margaret","Australasia"
"B1681","Maria.Lucinda","Neotropic"
"B1682","Maribyrnong","Australasia"
"B1683","Marion.creek","Australasia"
"B1684","Marjasoo","Palearctic"
"B1685","Markham","Australasia"
"B1686","Maro","Australasia"
"B1687","Marokopa","Australasia"
"B1688","Maroni","Neotropic"
"B1689","Maroochy","Australasia"
"B1690","Maruyama","Palearctic"
"B1691","Mary","Australasia"
"B1692","Mashkel","Palearctic"
"B1693","Massa","Palearctic"
"B1694","Mataikona","Australasia"
"B1695","Matalamoia.River","Australasia"
"B1696","Matang.mangrove","Indomalayan"
"B1697","Matano","Australasia"
"B1698","Matapalo","Neotropic"
"B1699","Matape","Nearctic"
"B1700","Mataquito","Neotropic"
"B1701","Mataura","Australasia"
"B1702","Matelot","Neotropic"
"B1703","Matheson.Hammock","Neotropic"
"B1704","Matina","Neotropic"
"B1705","Matsuura","Palearctic"
"B1706","Matsuzaki","Palearctic"
"B1707","Mattaponi","Nearctic"
"B1708","Maule","Neotropic"
"B1709","Maullin","Neotropic"
"B1710","Maup","Palearctic"
"B1711","Mauritius","Afrotropic"
"B1712","Maxwell","Australasia"
"B1713","Mayo","Neotropic"
"B1714","Mayotte","Afrotropic"
"B1715","Mazabi","Palearctic"
"B1716","Mazatlan","Neotropic"
"B1717","Mbuta","Australasia"
"B1718","McArthur","Australasia"
"B1719","Mccossiens.Swamp","Australasia"
"B1720","Mcivor","Australasia"
"B1721","McKeand","Nearctic"
"B1722","Me","Afrotropic"
"B1723","Medjerda","Palearctic"
"B1724","Mee.Oya","Indomalayan"
"B1725","Meenachil","Indomalayan"
"B1726","Megai","Australasia"
"B1727","Meghna","Indomalayan"
"B1728","Meherrin","Nearctic"
"B1729","Mekong","Indomalayan"
"B1730","Melet.Cayi","Palearctic"
"B1731","Meme","Afrotropic"
"B1732","Mempawah","Indomalayan"
"B1733","Menik.Ganga","Indomalayan"
"B1734","Mentawak","Indomalayan"
"B1735","Mentaya.River","Indomalayan"
"B1736","Meredith","Australasia"
"B1737","Mereubo","Indomalayan"
"B1738","Mereya","Palearctic"
"B1739","Merin","Neotropic"
"B1740","Mermentau","Nearctic"
"B1741","Merri","Australasia"
"B1742","Merrimack","Nearctic"
"B1743","Merriman.creek","Australasia"
"B1744","Mersey","Australasia"
"B1745","Mert","Palearctic"
"B1746","Meshik","Nearctic"
"B1747","Metauro","Palearctic"
"B1748","Meuse","Palearctic"
"B1749","Mfolozi","Afrotropic"
"B1750","Mhlatuzana","Afrotropic"
"B1751","Mhlatuze","Afrotropic"
"B1752","Mi.Oya","Indomalayan"
"B1753","Middle.Harbour","Australasia"
"B1754","Midfjardara","Palearctic"
"B1755","Midorikawa","Palearctic"
"B1756","Mijares","Palearctic"
"B1757","Mije.josuji","Palearctic"
"B1758","Miliane","Palearctic"
"B1759","Mimi.kawa.2","Palearctic"
"B1760","Minab","Palearctic"
"B1761","Minamata","Palearctic"
"B1762","Mindanao","Indomalayan"
"B1763","Mindoro.Island","Indomalayan"
"B1764","Mineralnyi","Palearctic"
"B1765","Minho","Palearctic"
"B1766","Minilya","Australasia"
"B1767","Minjiang","Indomalayan"
"B1768","Mira.Ecuador","Neotropic"
"B1769","Mira.Portugal","Palearctic"
"B1770","Miramichi","Nearctic"
"B1771","Mishamattawa","Nearctic"
"B1772","Mission","Nearctic"
"B1773","Mississippi","Nearctic"
"B1774","Mitchell","Australasia"
"B1775","Mitchell.Queensland","Australasia"
"B1776","Mitchell.Victoria","Australasia"
"B1777","Miya","Palearctic"
"B1778","Miyara.River","Indomalayan"
"B1779","Mkomazi","Afrotropic"
"B1780","Moa","Afrotropic"
"B1781","Modaragam.Aru","Indomalayan"
"B1782","Moeraki","Australasia"
"B1783","Mogami","Palearctic"
"B1784","Mogocenega","Neotropic"
"B1785","Mogral","Indomalayan"
"B1786","Mohaka","Australasia"
"B1787","Moho","Neotropic"
"B1788","Moisie","Nearctic"
"B1789","Mojave","Nearctic"
"B1790","Mokau","Australasia"
"B1791","Mokihinui","Australasia"
"B1792","Monbetsu","Palearctic"
"B1793","Mondego","Palearctic"
"B1794","Monkey","Neotropic"
"B1795","Mono","Afrotropic"
"B1796","Mont.Louis","Nearctic"
"B1797","Montagu","Australasia"
"B1798","Montepuez.River","Afrotropic"
"B1799","Monterey","Nearctic"
"B1800","Moongil.Ara","Indomalayan"
"B1801","Moorabool","Australasia"
"B1802","Moorea","Oceania"
"B1803","Moose","Nearctic"
"B1804","Moovattupuzha","Indomalayan"
"B1805","Mopo","Palearctic"
"B1806","Moraca.River","Palearctic"
"B1807","Morehead","Australasia"
"B1808","Mornington.Island","Australasia"
"B1809","Morrumsan","Palearctic"
"B1810","Moruga","Neotropic"
"B1811","Moruka","Neotropic"
"B1812","Moruya","Australasia"
"B1813","Mosquito.creek","Australasia"
"B1814","Mossman","Australasia"
"B1815","Motagua","Neotropic"
"B1816","Motatan","Neotropic"
"B1817","Motoro","Neotropic"
"B1818","Motu","Australasia"
"B1819","Motueka","Australasia"
"B1820","Motunau","Australasia"
"B1821","Moulouya","Palearctic"
"B1822","Moutere","Australasia"
"B1823","Moyanjiang","Indomalayan"
"B1824","Moyle","Australasia"
"B1825","Moyne","Australasia"
"B1826","Mpambanyoni","Afrotropic"
"B1827","MPolongwe","Afrotropic"
"B1828","Mtata","Afrotropic"
"B1829","Muar","Indomalayan"
"B1830","Mucuri","Neotropic"
"B1831","Muda","Indomalayan"
"B1832","Muir","Australasia"
"B1833","Mujeres.Island","Neotropic"
"B1834","Mulanjiang","Indomalayan"
"B1835","Mulege","Nearctic"
"B1836","Mulgrave","Australasia"
"B1837","Mullins","Neotropic"
"B1838","Mumbai","Indomalayan"
"B1839","Muna.Island","Australasia"
"B1840","Mundau","Neotropic"
"B1841","Mundeni.Aru","Indomalayan"
"B1842","Munim.River","Neotropic"
"B1843","Murchison","Australasia"
"B1844","Muromi","Palearctic"
"B1845","Murrah","Australasia"
"B1846","Murray","Australasia"
"B1847","Murray.creek","Australasia"
"B1848","Murray.Darling","Australasia"
"B1849","Murray.River","Australasia"
"B1850","Musa","Australasia"
"B1851","Musi","Indomalayan"
"B1852","Musone","Palearctic"
"B1853","Mustoja","Palearctic"
"B1854","Mwena","Afrotropic"
"B1855","Myakka","Nearctic"
"B1856","Myall.Crawford","Australasia"
"B1857","Myonsu.dong","Palearctic"
"B1858","Myponga","Australasia"
"B1859","Mzimkulu","Afrotropic"
"B1860","Mzimvubu","Afrotropic"
"B1861","Mzumbe","Afrotropic"
"B1862","Na.aman","Palearctic"
"B1863","Nacaome","Neotropic"
"B1864","Nadgee","Australasia"
"B1865","Nadym","Palearctic"
"B1866","Naeng.chon","Palearctic"
"B1867","Nagan","Indomalayan"
"B1868","Nagasaki","Palearctic"
"B1869","Nahoon.River","Afrotropic"
"B1870","Naka.Ibaraki","Palearctic"
"B1871","Nakama.River","Indomalayan"
"B1872","Nakdong","Palearctic"
"B1873","Nam.chon","Palearctic"
"B1874","Namadagas.Ara","Indomalayan"
"B1875","Namak","Palearctic"
"B1876","Namakada.Aru","Indomalayan"
"B1877","Namasan","Australasia"
"B1878","Nambari","Palearctic"
"B1879","Nambucca","Australasia"
"B1880","Namdae","Palearctic"
"B1881","Namorona","Afrotropic"
"B1882","Namphu","Indomalayan"
"B1883","Namsang.chon","Palearctic"
"B1884","Namsen","Palearctic"
"B1885","Nandu","Indomalayan"
"B1886","Nangroe.Aceh.Darussalam","Indomalayan"
"B1887","Nanliujiang","Indomalayan"
"B1888","Nansen.sui","Palearctic"
"B1889","Nanticoke","Nearctic"
"B1890","Nantucket.Island","Nearctic"
"B1891","Napa","Nearctic"
"B1892","Naposta.Chico","Neotropic"
"B1893","Naposta.Grande","Neotropic"
"B1894","Naracoorte.creek","Australasia"
"B1895","Narathiwat","Indomalayan"
"B1896","Narcea","Palearctic"
"B1897","Narira.creek","Australasia"
"B1898","Nariva","Neotropic"
"B1899","Narmada","Indomalayan"
"B1900","Narrabeen.lakes","Australasia"
"B1901","Nasivolo","Afrotropic"
"B1902","Nass","Nearctic"
"B1903","Nassau","Nearctic"
"B1904","Nasva","Palearctic"
"B1905","Natanebi","Palearctic"
"B1906","Natashquan","Nearctic"
"B1907","Natori","Palearctic"
"B1908","Natron","Afrotropic"
"B1909","Natuna.Besar","Indomalayan"
"B1910","Nautla","Neotropic"
"B1911","Nay.Aru","Indomalayan"
"B1912","Nayba","Palearctic"
"B1913","Nazas","Nearctic"
"B1914","Ndian","Afrotropic"
"B1915","Neches","Nearctic"
"B1916","Negro.Argentina","Neotropic"
"B1917","Negro.Nicaragua","Neotropic"
"B1918","Negro.Uruguay","Neotropic"
"B1919","Nehalem","Nearctic"
"B1920","Neka","Palearctic"
"B1921","Nelson","Nearctic"
"B1922","Nene","Palearctic"
"B1923","Nenu","Palearctic"
"B1924","Nerang","Australasia"
"B1925","Neretva","Palearctic"
"B1926","Nero","Afrotropic"
"B1927","Ness","Palearctic"
"B1928","Nestos","Palearctic"
"B1929","Nethravathi","Indomalayan"
"B1930","Neto","Palearctic"
"B1931","Neuse","Nearctic"
"B1932","Neva","Palearctic"
"B1933","Neveri","Neotropic"
"B1934","New.Belize","Neotropic"
"B1935","New.Caledonia.un","Australasia"
"B1936","New.Providence.Island","Neotropic"
"B1937","New.River","Australasia"
"B1938","Newcastle.Waters","Australasia"
"B1939","Neyyar","Indomalayan"
"B1940","Ngakawau","Australasia"
"B1941","Ngakoroa","Australasia"
"B1942","Ngaruroro","Australasia"
"B1943","Nhundiaquara","Neotropic"
"B1944","Niah","Indomalayan"
"B1945","Niceville","Nearctic"
"B1946","Nicholson.Leichhardt","Australasia"
"B1947","Nickerie","Neotropic"
"B1948","Niemen","Palearctic"
"B1949","Niger","Afrotropic"
"B1950","Nikshahr","Palearctic"
"B1951","Nile","Afrotropic"
"B1952","Nilwala.Ganga","Indomalayan"
"B1953","Nipah","Indomalayan"
"B1954","Nisqually","Nearctic"
"B1955","Nissan","Palearctic"
"B1956","Nith","Palearctic"
"B1957","Niyangolle.Ela","Indomalayan"
"B1958","Noce","Palearctic"
"B1959","Nongmyong.soryuji","Palearctic"
"B1960","Norga.Nina","Palearctic"
"B1961","Normanby","Australasia"
